"data.identification.country_registered","company_number","data.country_of_residence","data.name","data.address.country","data.identification.registration_number","CompanyName","CountryOfOrigin","IncorporationDate","SICCode.SicText_1","tender_id","tender_year","bid_price","lot_status","buyer_name","buyer_mainActivities","buyer_buyerType","new_data.identification.country_registered","secret","age"
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","3562badd-0628-4c9a-8805-a9264e4ed84e",2013,68182,"AWARDED","FCO Services","","OTHER","Switzerland",1,42
"Switzerland","05098235",NA,"Medacta Holding Sa","Switzerland","Che-174.267.039","MEDACTA UK LIMITED","United Kingdom","07/04/2004","32500 - Manufacture of medical and dental instruments and supplies","08050103-c1b8-46f9-867a-771cc3d35d1f",2014,NA,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Switzerland",1,16
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","5e07d7db-6596-4c9e-82a9-d786e2a6da6f",2014,83333,"AWARDED","Nuclear Decommissioning Authority (NDA)","","OTHER","Switzerland",1,35
"Switzerland","00809238",NA,"Alcon Inc.","Switzerland","Che-234.781.164","ALCON EYE CARE UK LIMITED","United Kingdom","16/06/1964","82990 - Other business support service activities n.e.c.","3452f385-36cb-462a-a1f7-78e1ed3a3613",2015,NA,"AWARDED","NHS Shared Business Services Ltd (NHS SBS)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER,EDUCATION,ECONOMIC_AND_FINANCIAL_AFFAIRS","OTHER","Switzerland",1,56
"Switzerland","06514784",NA,"Galenica Ag","Switzerland","Che-107.971.891","VIFOR PHARMA UK LIMITED","United Kingdom","26/02/2008","46460 - Wholesale of pharmaceutical goods","157a35ea-ca7b-459d-8245-c70cd8aabf01",2017,2122749,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (‘the Authority’)","HEALTH,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Switzerland",1,12
"Switzerland","01547204",NA,"Novartis Ag","Switzerland","Che-103.867.266","SANDOZ LIMITED","United Kingdom","24/02/1981","21100 - Manufacture of basic pharmaceutical products","9615f1ba-ef02-447e-a4d4-aa7c45b4300c",2011,NA,"AWARDED","NHS Wales Shared Services Partnership - Procurement Services","HEALTH","PUBLIC_BODY","Switzerland",1,39
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","37ca75dd-d245-4ade-8fbb-f4c433f35a51",2016,70000,"AWARDED","RADIOACTIVE WASTE MANAGEMENT LIMITED","","","Switzerland",1,35
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","a37dd54f-30f4-4b15-9388-c897acf9d637",2009,NA,"AWARDED","NHS Purchasing and Supply Agency","HEALTH,OTHER,GENERAL_PUBLIC_SERVICES","NATIONAL_AUTHORITY","Switzerland",1,35
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","22c121c0-b4f4-45bf-8faf-832ab7b98b42",2017,66250,"AWARDED","Wyre Forest District Council","","","Switzerland",1,65
"Switzerland","00593232",NA,"Adecco Group Ag","Che","Che-107.031.232","ADECCO UK LIMITED","United Kingdom","07/11/1957","78200 - Temporary employment agency activities","5aba2ac4-9e1d-4d82-8f53-43e2a573d06a",2009,228971.65,"AWARDED","West Mercia Supplies","GENERAL_PUBLIC_SERVICES","REGIONAL_AUTHORITY","Switzerland",1,63
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","05c11735-0438-4edb-9234-8c9b2668c24c",2018,31500,"AWARDED","FCO SERVICES","","","Switzerland",1,42
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","6809f64a-bce8-4040-9c97-7b87d970654c",2009,NA,"AWARDED","Scotland Excel","EDUCATION,GENERAL_PUBLIC_SERVICES,HEALTH,PUBLIC_ORDER_AND_SAFETY","REGIONAL_AUTHORITY","Switzerland",1,65
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","69eba67c-107c-4c38-8168-ec439130c61a",2010,NA,"AWARDED","London Borough of Sutton","GENERAL_PUBLIC_SERVICES,PUBLIC_ORDER_AND_SAFETY,HOUSING_AND_COMMUNITY_AMENITIES","REGIONAL_AUTHORITY","Switzerland",1,35
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","b3f036e8-33da-43d6-84de-71e5214c020c",2018,45418.4,"AWARDED","WATER SERVICES REGULATION AUTHORITY","","","Switzerland",1,42
"Switzerland","01547204",NA,"Novartis Ag","Switzerland","Che-103.867.266","SANDOZ LIMITED","United Kingdom","24/02/1981","21100 - Manufacture of basic pharmaceutical products","57c00287-cd7c-4e7d-9e95-88483292d1e4",2011,1473410,"AWARDED","Procurement and Logistics Service","HEALTH,GENERAL_PUBLIC_SERVICES,SOCIAL_PROTECTION,OTHER","PUBLIC_BODY","Switzerland",1,39
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","f4931e39-7417-48b2-88ee-baca4b507bd9",2015,NA,"AWARDED","Commercial Services","GENERAL_PUBLIC_SERVICES,EDUCATION","REGIONAL_AUTHORITY","Switzerland",1,42
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","376d09f8-3d9f-44a1-801c-5e8b656707b4",2019,39000,"AWARDED","FCO SERVICES","","","Switzerland",1,42
"Switzerland","00809238",NA,"Novartis Ag","Switzerland","Che-103.867.266","ALCON EYE CARE UK LIMITED","United Kingdom","16/06/1964","82990 - Other business support service activities n.e.c.","c747201d-3789-4e31-a5b1-048d128f89e3",2016,NA,"AWARDED","NHS London Procurement Partnership — hosted by Guy's and St Thomas' NHS Foundation Trust","HEALTH","PUBLIC_BODY","Switzerland",1,56
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","65019d02-144c-40a3-b73a-aabee6907278",2015,59400,"AWARDED","WATER SERVICES REGULATION AUTHORITY","","","Switzerland",1,35
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","3eda7438-18e5-4954-8213-3561a1f6673b",2015,NA,"AWARDED","Braintree District Council","GENERAL_PUBLIC_SERVICES,OTHER,PUBLIC_ORDER_AND_SAFETY,ECONOMIC_AND_FINANCIAL_AFFAIRS,RECREATION_CULTURE_AND_RELIGION,ENVIRONMENT,HOUSING_AND_COMMUNITY_AMENITIES,HEALTH","REGIONAL_AUTHORITY","Switzerland",1,65
"Switzerland","09200318",NA,"Forbo Finanz Ag","Switzerland","Che-102.822.870","FORBO FLOORING UK LIMITED","United Kingdom","02/09/2014","32990 - Other manufacturing n.e.c.","73d01846-a67d-4f24-a20e-c42a61ee9c7f",2014,NA,"AWARDED","Crescent Purchasing Consortium","EDUCATION,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Switzerland",1,6
"Switzerland","10076999",NA,"Hamilton Bonaduz Ag","Switzerland","Ch-350.3.002.572-4","HAMILTON ROBOTICS LIMITED","United Kingdom","22/03/2016","99999 - Dormant Company","b1c34158-0efe-471f-ae5d-12e5a0008e3e",2015,49369.67,"AWARDED","UNIVERSITY OF BIRMINGHAM","","OTHER","Switzerland",1,4
"Switzerland","02451377",NA,"Vat Holding Ag","Switzerland","Che-101.543.060","VAT VACUUM PRODUCTS LIMITED","United Kingdom","12/12/1989","46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft","a4e5b3bf-e2a1-414a-9353-ec3ce06439ff",2014,10780,"AWARDED","UK Shared Business Services Ltd.","","OTHER","Switzerland",1,31
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","43069e3d-00c2-4a50-a3f4-d13ee7acf004",2017,50000,"AWARDED","Bristol City Council","","","Switzerland",1,35
"Switzerland","09200318",NA,"Forbo Finanz Ag","Switzerland","Che-102.822.870","FORBO FLOORING UK LIMITED","United Kingdom","02/09/2014","32990 - Other manufacturing n.e.c.","73d01846-a67d-4f24-a20e-c42a61ee9c7f",2014,NA,"AWARDED","Crescent Purchasing Consortium","EDUCATION,GENERAL_PUBLIC_SERVICES,OTHER","PUBLIC_BODY","Switzerland",1,6
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","3fbc5149-a542-45b2-8160-874913bc29ca",2016,NA,"AWARDED","ROYAL BOTANIC GARDENS","","","Switzerland",1,65
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","4bfc1f70-cefd-40d2-858b-76f0c1fd9b91",2011,NA,"AWARDED","Surrey County Council","HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,RECREATION_CULTURE_AND_RELIGION,ENVIRONMENT,HEALTH,EDUCATION,GENERAL_PUBLIC_SERVICES,PUBLIC_ORDER_AND_SAFETY,OTHER,ECONOMIC_AND_FINANCIAL_AFFAIRS,DEFENCE","REGIONAL_AUTHORITY","Switzerland",1,35
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","12750c2a-084c-42a0-967f-52dc5da2cd29",2014,NA,"AWARDED","Devon and Cornwall Constabulary","GENERAL_PUBLIC_SERVICES","PUBLIC_BODY","Switzerland",1,35
"Switzerland","00593232",NA,"Adecco Group Ag","Che","Che-107.031.232","ADECCO UK LIMITED","United Kingdom","07/11/1957","78200 - Temporary employment agency activities","dcfed526-6f97-45af-8b54-8bcc4aeea133",2018,50000,"AWARDED","University Of The West Of England","","","Switzerland",1,63
"Switzerland","02027512",NA,"Tecan Group Ag","Switzerland","Che-107.957.514","TECAN UK LIMITED","United Kingdom","12/06/1986","28990 - Manufacture of other special-purpose machinery n.e.c.","12121905-476d-48ec-95d9-af2548174c67",2015,34497,"AWARDED","The University Of Nottingham","","","Switzerland",1,34
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","398c87ee-c7e7-456e-a141-c4c3876f1e8a",2013,62154,"AWARDED","Department for Environment, Food and Rural Affairs","","OTHER","Switzerland",1,42
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","69ec9ce0-cb9b-4d07-99c3-a691436db1b0",2013,NA,"AWARDED","Scotland Excel","GENERAL_PUBLIC_SERVICES,ENVIRONMENT","REGIONAL_AUTHORITY","Switzerland",1,42
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","f38ca3f0-ed38-4e54-b03a-cbb7470a5297",2016,62400,"AWARDED","EQUALITY AND HUMAN RIGHTS COMMISSION","","","Switzerland",1,42
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","a2a2b970-be73-442c-8f82-dcd723e85b83",2014,NA,"AWARDED","Stevenage Borough Council","GENERAL_PUBLIC_SERVICES,OTHER,HOUSING_AND_COMMUNITY_AMENITIES","REGIONAL_AUTHORITY","Switzerland",1,42
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","6b6889d3-9721-4b1f-9078-fd6913074cb3",2015,NA,"AWARDED","Radian Group","HOUSING_AND_COMMUNITY_AMENITIES,OTHER","PUBLIC_BODY","Switzerland",1,42
"Switzerland","05098235",NA,"Medacta Holding Sa","Switzerland","Che-174.267.039","MEDACTA UK LIMITED","United Kingdom","07/04/2004","32500 - Manufacture of medical and dental instruments and supplies","68513b4e-b561-4dbe-a41d-6a4fc7acf929",2012,NA,"AWARDED","Northampton General Hospital NHS Trust","HEALTH","PUBLIC_BODY","Switzerland",1,16
"Switzerland","01263330",NA,"Sta Travel Holding Ag","Switzerland","Che-115.208.260","STA TRAVEL LIMITED","United Kingdom","16/06/1976","79110 - Travel agency activities","51ff74c5-331c-4808-a18c-4a7aeb63a091",2017,31200,"AWARDED","University Of The West Of England","","","Switzerland",1,44
"Switzerland","01923903",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","SPRING TECHNOLOGY STAFFING SERVICES LIMITED","United Kingdom","19/06/1985","78200 - Temporary employment agency activities","dbec9fd2-07de-4e7b-a8dd-8075fc58c063",2012,56774,"AWARDED","UK Debt Management Office","","OTHER","Switzerland",1,35
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","62c5605d-775a-495e-ad7f-cbb26cd66b23",2013,68370,"AWARDED","Department for Environment, Food and Rural Affairs","","OTHER","Switzerland",1,42
"Switzerland","00809238",NA,"Alcon Inc.","Switzerland","Che-234.781.164","ALCON EYE CARE UK LIMITED","United Kingdom","16/06/1964","82990 - Other business support service activities n.e.c.","ec98ebdf-f0c6-46f7-a6db-e3ba35d3e2db",2016,138742,"AWARDED","Procurement and Logistics Service","HEALTH","PUBLIC_BODY","Switzerland",1,56
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","3db0c1f8-51cd-43b9-a43d-53f93699adfe",2017,75000,"AWARDED","Derby City Council","","","Switzerland",1,65
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","2dfc2763-a04b-4ce0-a7ed-7fe5336991d2",2019,NA,"AWARDED","Hartlepool Borough Council","","","Switzerland",1,65
"Switzerland","00809238",NA,"Alcon Inc.","Switzerland","Che-234.781.164","ALCON EYE CARE UK LIMITED","United Kingdom","16/06/1964","82990 - Other business support service activities n.e.c.","f2195f7c-3853-4542-8551-a7a02007bb7b",2013,NA,"AWARDED","North of England NHS Commercial Procurement Collaborative (NOE CPC) (hosted by and acting through Leeds and York Partnership NHS Foundation Trust)","HEALTH","PUBLIC_BODY","Switzerland",1,56
"Switzerland","05098235",NA,"Medacta Holding Sa","Switzerland","Che-174.267.039","MEDACTA UK LIMITED","United Kingdom","07/04/2004","32500 - Manufacture of medical and dental instruments and supplies","5b992230-bc90-4687-b608-dc22b26d2faa",2010,NA,"AWARDED","Norfolk & Norwich University Hospital NHSFT","HEALTH","PUBLIC_BODY","Switzerland",1,16
"Switzerland","00539607",NA,"Rusint Ag","Switzerland","Che-102.866.293","ROHDE & SCHWARZ U.K. LIMITED","United Kingdom","23/10/1954","46520 - Wholesale of electronic and telecommunications equipment and parts","96071b37-6ae2-4078-b0d5-9e5b1c7b8066",2018,NA,"AWARDED","UK SHARED BUSINESS SERVICES LIMITED","","","Switzerland",1,66
"Switzerland","02305071",NA,"Viessmann Holding Ag","Switzerland","Ch-270.3.005.402-7","VIESSMANN LIMITED","United Kingdom","13/10/1988","46740 - Wholesale of hardware, plumbing and heating equipment and supplies","01f00342-7598-4861-9f9b-e399e822302f",2013,NA,"AWARDED","Procure Plus Limited","HOUSING_AND_COMMUNITY_AMENITIES","PUBLIC_BODY","Switzerland",1,32
"Switzerland","01547204",NA,"Novartis Ag","Switzerland","Che-103.867.266","SANDOZ LIMITED","United Kingdom","24/02/1981","21100 - Manufacture of basic pharmaceutical products","774c3b4b-c8f7-49e3-ab36-19945008bf28",2013,NA,"AWARDED","The Common Services Agency (more commonly known as NHS National Services Scotland) (""the Authority"")","HEALTH","PUBLIC_BODY","Switzerland",1,39
"Switzerland","10076999",NA,"Hamilton Bonaduz Ag","Switzerland","Ch-350.3.002.572-4","HAMILTON ROBOTICS LIMITED","United Kingdom","22/03/2016","99999 - Dormant Company","b2e3d9f4-edb6-4dca-8085-9096d4aece93",2010,NA,"AWARDED","University of Dundee","EDUCATION,OTHER","PUBLIC_BODY","Switzerland",1,4
"Switzerland","00593232",NA,"Adecco Group Ag","Che","Che-107.031.232","ADECCO UK LIMITED","United Kingdom","07/11/1957","78200 - Temporary employment agency activities","fcae0ac0-59f5-49b8-8719-fa8e1bcbb0e4",2017,50000,"AWARDED","University Of The West Of England","","","Switzerland",1,63
"Switzerland","00809238",NA,"Alcon Inc.","Switzerland","Che-234.781.164","ALCON EYE CARE UK LIMITED","United Kingdom","16/06/1964","82990 - Other business support service activities n.e.c.","e786fc8d-1071-4a08-9ef4-19c967b91d5e",2013,NA,"AWARDED","East Midlands Procurement Portal","HEALTH","NATIONAL_AGENCY","Switzerland",1,56
"Switzerland","00809238",NA,"Alcon Inc.","Switzerland","Che-234.781.164","ALCON EYE CARE UK LIMITED","United Kingdom","16/06/1964","82990 - Other business support service activities n.e.c.","8688e315-4f4a-4c17-b697-545a71c06fc5",2014,NA,"AWARDED","NHS Supply Chain acting as agent for NHS Business Services Authority","HEALTH,EDUCATION","NATIONAL_AGENCY","Switzerland",1,56
"Switzerland","10076999",NA,"Hamilton Bonaduz Ag","Switzerland","Ch-350.3.002.572-4","HAMILTON ROBOTICS LIMITED","United Kingdom","22/03/2016","99999 - Dormant Company","6d8d56d4-a7df-45a4-b0f8-75a4a7ed237e",2015,1217075,"AWARDED","Scottish Police Authority","OTHER,PUBLIC_ORDER_AND_SAFETY","PUBLIC_BODY","Switzerland",1,4
"Switzerland","10076999",NA,"Hamilton Bonaduz Ag","Switzerland","Ch-350.3.002.572-4","HAMILTON ROBOTICS LIMITED","United Kingdom","22/03/2016","99999 - Dormant Company","e0e8d126-1f84-41d9-bd78-6f7396252e41",2014,19234,"AWARDED","Department for Environment, Food and Rural Affairs","","OTHER","Switzerland",1,4
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","c38f322a-b6b5-4c23-9f4e-f4e40e9fbc96",2013,60208,"AWARDED","Department for Environment, Food and Rural Affairs","","OTHER","Switzerland",1,42
"Switzerland","01923903",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","SPRING TECHNOLOGY STAFFING SERVICES LIMITED","United Kingdom","19/06/1985","78200 - Temporary employment agency activities","d2f80c85-2ce6-478a-afc4-3de10d000169",2017,40000,"AWARDED","University Of The West Of England","","","Switzerland",1,35
"Switzerland","08756588",NA,"Nestl� S.A.","Switzerland","Che 105.909.036","PRINCES GATE SPRING WATER LIMITED","United Kingdom","31/10/2013","11070 - Manufacture of soft drinks; production of mineral waters and other bottled waters","604086f0-521c-41a7-8ff7-7ca094372cfc",2011,NA,"AWARDED","Joint Procurement Unit","GENERAL_PUBLIC_SERVICES,EDUCATION,SOCIAL_PROTECTION,ENVIRONMENT","REGIONAL_AUTHORITY","Switzerland",1,7
"Switzerland","01923903",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","SPRING TECHNOLOGY STAFFING SERVICES LIMITED","United Kingdom","19/06/1985","78200 - Temporary employment agency activities","185ab072-3334-404d-96db-4a6f6c40002d",2012,65941,"AWARDED","Defence Science and Technology Laboratory (Dstl)","","OTHER","Switzerland",1,35
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","11145fcf-3a61-4e8a-9cb0-0b4fffd77feb",2013,95550,"AWARDED","Department for Environment, Food and Rural Affairs","","OTHER","Switzerland",1,42
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","f65d2b50-6803-4c8e-bff6-96926f1563a2",2014,NA,"AWARDED","Cirrus Consortium","HOUSING_AND_COMMUNITY_AMENITIES,GENERAL_PUBLIC_SERVICES","OTHER","Switzerland",1,35
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","295ec024-ef89-4c33-9ea5-8306412f35ab",2013,NA,"AWARDED","Scotland Excel","GENERAL_PUBLIC_SERVICES,ENVIRONMENT","REGIONAL_AUTHORITY","Switzerland",1,65
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","0d4b6d8e-03bd-4842-bf2d-4ade8c83963c",2009,NA,"AWARDED","Improvement and Development Agency for Local Governement (IDEA)","GENERAL_PUBLIC_SERVICES,HEALTH","PUBLIC_BODY","Switzerland",1,35
"Switzerland","00809238",NA,"Alcon Inc.","Switzerland","Che-234.781.164","ALCON EYE CARE UK LIMITED","United Kingdom","16/06/1964","82990 - Other business support service activities n.e.c.","c747201d-3789-4e31-a5b1-048d128f89e3",2016,NA,"AWARDED","All current and future NHS Trusts via The NHS Collaborative Procurement Partnership (NHS CPP)","HEALTH","PUBLIC_BODY","Switzerland",1,56
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","997ff592-b226-4fa6-a717-577ca01cf5ed",2013,39166,"AWARDED","UK Debt Management Office","","OTHER","Switzerland",1,42
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","051db5c8-4a1e-4a70-aa44-428cdb531fbc",2012,NA,"AWARDED","North Yorkshire County Council","GENERAL_PUBLIC_SERVICES,OTHER,ENVIRONMENT,HEALTH,EDUCATION","REGIONAL_AUTHORITY","Switzerland",1,65
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","42afeff3-d2f5-49b2-bb85-55ac7b65a15a",2015,NA,"AWARDED","YPO","","","Switzerland",1,35
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","d37a2130-b946-4f51-b28f-47e2ada8cdc8",2011,NA,"AWARDED","Trafford Council","GENERAL_PUBLIC_SERVICES,HEALTH,HOUSING_AND_COMMUNITY_AMENITIES,OTHER","REGIONAL_AUTHORITY","Switzerland",1,35
"Switzerland","00809238",NA,"Novartis Ag","Switzerland","Che-103.867.266","ALCON EYE CARE UK LIMITED","United Kingdom","16/06/1964","82990 - Other business support service activities n.e.c.","ec98ebdf-f0c6-46f7-a6db-e3ba35d3e2db",2016,138742,"AWARDED","South Eastern Health and Social Care Trust","HEALTH","PUBLIC_BODY","Switzerland",1,56
"Switzerland","01292827",NA,"F R Sauter Ag","Switzerland","Ch-270.3.002.483-5","SAUTER AUTOMATION LIMITED","United Kingdom","30/12/1976","43290 - Other construction installation","2f2465d6-e4fa-4414-8270-bb2f1d70cafc",2015,58689,"AWARDED","Royal Borough Of Greenwich","","","Switzerland",1,44
"Switzerland","02451377",NA,"Vat Holding Ag","Switzerland","Che-101.543.060","VAT VACUUM PRODUCTS LIMITED","United Kingdom","12/12/1989","46140 - Agents involved in the sale of machinery, industrial equipment, ships and aircraft","aa820985-611d-437d-a65a-80fa99344f5a",2011,NA,"AWARDED","RCUK SSC Ltd","","OTHER","Switzerland",1,31
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","f089d0d5-7076-4239-85c1-5766fe62c5f0",2017,100916094,"AWARDED","Newcastle City Council","GENERAL_PUBLIC_SERVICES,EDUCATION,HOUSING_AND_COMMUNITY_AMENITIES,HEALTH,OTHER","REGIONAL_AUTHORITY","Switzerland",1,65
"Switzerland","00557725",NA,"Aebi Schmidt Holding Ag","Switzerland","Che-112.947.556","AEBI SCHMIDT UK LIMITED","United Kingdom","24/11/1955","45190 - Sale of other motor vehicles","f67ef913-9350-4e67-b8e1-4d08e04d0b21",2014,NA,"AWARDED","Southampton City Council","HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION,RECREATION_CULTURE_AND_RELIGION,ENVIRONMENT,EDUCATION,GENERAL_PUBLIC_SERVICES,PUBLIC_ORDER_AND_SAFETY,ECONOMIC_AND_FINANCIAL_AFFAIRS,HEALTH","REGIONAL_AUTHORITY","Switzerland",1,65
"Switzerland","01918150",NA,"Adecco Group Ag","Switzerland","Che-107.031.232 - Ch55010056918","PENNA PLC","United Kingdom","31/05/1985","78300 - Human resources provision and management of human resources functions","6a9436c2-b33f-446a-b998-3fb246a5d54b",2009,NA,"AWARDED","Cabinet Office","GENERAL_PUBLIC_SERVICES","NATIONAL_AUTHORITY","Switzerland",1,35
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","dcde5370-0c30-40bf-85ab-c60981a8e824",2018,113047,"AWARDED","Welwyn Hatfield Borough Council","GENERAL_PUBLIC_SERVICES,OTHER","REGIONAL_AUTHORITY","Switzerland",1,42
"Switzerland","01356186",NA,"Adecco Group Ag","Switzerland","Che-107.031.232","BADENOCH AND CLARK LIMITED","United Kingdom","07/03/1978","78200 - Temporary employment agency activities","44fdf32a-d452-46e9-a351-b084fc646e4a",2016,226840,"AWARDED","Southern Housing Group","HOUSING_AND_COMMUNITY_AMENITIES,SOCIAL_PROTECTION","PUBLIC_BODY","Switzerland",1,42
